AP012342.1	tig00000001	93.610	3036	172	19	1069162	1072184	152489	149463	0.0	4512
AP012342.1	tig00000001	93.577	3036	173	19	1215996	1219018	152489	149463	0.0	4506
AP012342.1	tig00000001	93.577	3036	173	19	1060553	1063575	152489	149463	0.0	4506
AP012342.1	tig00000001	93.604	3033	169	22	1069162	1072181	81451	84471	0.0	4503
AP012342.1	tig00000001	93.571	3033	170	22	1060553	1063572	81451	84471	0.0	4497
AP012342.1	tig00000001	93.571	3033	170	22	1215996	1219015	81451	84471	0.0	4497
AP012342.1	tig00000001	78.447	7006	1406	88	2484274	2491216	2343305	2350269	0.0	4477
AP012342.1	tig00000001	75.078	7042	1525	181	1297745	1304654	2122793	2129736	0.0	3070
AP012342.1	tig00000001	92.995	1813	110	16	1214022	1215823	154402	152596	0.0	2628
AP012342.1	tig00000001	92.995	1813	110	16	1058579	1060380	154402	152596	0.0	2628
AP012342.1	tig00000001	92.940	1813	110	17	1058579	1060380	79539	81344	0.0	2623
AP012342.1	tig00000001	92.940	1813	110	17	1214022	1215823	79539	81344	0.0	2623
AP012342.1	tig00000001	92.940	1813	111	16	1067188	1068989	154402	152596	0.0	2623
AP012342.1	tig00000001	92.885	1813	111	17	1067188	1068989	79539	81344	0.0	2617
AP012342.1	tig00000001	94.816	1389	72	0	2022218	2023606	1568948	1570336	0.0	2167
AP012342.1	tig00000001	94.813	1388	72	0	2022219	2023606	849700	848313	0.0	2165
AP012342.1	tig00000001	94.813	1388	72	0	2022219	2023606	2082747	2084134	0.0	2165
AP012342.1	tig00000001	86.954	1671	193	15	1297331	1298987	676611	678270	0.0	1855
AP012342.1	tig00000001	98.017	1059	21	0	17723	18781	656761	657819	0.0	1840
AP012342.1	tig00000001	90.445	1392	131	2	1445229	1446619	1568947	1570337	0.0	1832
AP012342.1	tig00000001	90.452	1393	130	3	1445233	1446623	2082749	2084140	0.0	1832
AP012342.1	tig00000001	90.483	1387	130	2	1445233	1446618	849698	848313	0.0	1829
AP012342.1	tig00000001	90.483	1387	130	2	1319911	1321296	848313	849698	0.0	1829
AP012342.1	tig00000001	90.483	1387	130	2	1319911	1321296	1570336	1568951	0.0	1829
AP012342.1	tig00000001	90.483	1387	130	2	1319911	1321296	2084134	2082749	0.0	1829
AP012342.1	tig00000001	89.892	1296	127	4	2262788	2264080	1679582	1680876	0.0	1664
AP012342.1	tig00000001	85.990	1399	175	12	78312	79706	438305	439686	0.0	1478
AP012342.1	tig00000001	77.750	2391	506	23	1961093	1963472	778487	780862	0.0	1445
AP012342.1	tig00000001	75.046	3262	733	61	2491326	2494541	2350355	2353581	0.0	1439
AP012342.1	tig00000001	86.171	1251	164	9	1339672	1340917	438296	439542	0.0	1343
AP012342.1	tig00000001	74.810	2759	657	32	1073236	1075975	85451	88190	0.0	1210
AP012342.1	tig00000001	78.296	1714	356	14	1478582	1480287	2162166	2160461	0.0	1090
AP012342.1	tig00000001	73.471	2993	731	57	230648	233610	1341832	1344791	0.0	1070
AP012342.1	tig00000001	78.426	1474	271	37	1604861	1606316	1143697	1142253	0.0	917
AP012342.1	tig00000001	78.163	1470	298	19	852142	853601	319211	317755	0.0	915
AP012342.1	tig00000001	78.237	1475	273	38	1394061	1395516	1142253	1143698	0.0	902
AP012342.1	tig00000001	78.155	1474	274	38	66686	68140	1142253	1143697	0.0	894
AP012342.1	tig00000001	78.155	1474	274	38	145480	146934	1143697	1142253	0.0	894
